Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3281","1.1"
"207000","0","3277","1.5"
"416000","0","3286","1.5"
"625000","0","3285","1.8"
"833000","0","3283","2.2"
"1231000","0","3287","2.6"
"1506000","0","3286","2.6"
"1716000","0","3289","3.0"
"1925000","0","3288","3.4"
"2134000","0","3287","3.4"
"2541000","0","3288","3.7"
"2808000","0","3287","4.1"
"3016000","0","3289","4.5"
"3224000","0","3289","4.5"
"3432000","0","3288","4.9"
"3839000","0","3289","5.2"
"4111000","0","3289","5.6"
"4321000","0","3288","5.6"
"4529000","0","3289","6.0"
"4738000","0","3289","6.0"
"5146000","0","3289","6.4"
"5412000","0","3289","6.7"
"5622000","0","3290","7.1"
"5831000","0","3289","7.1"
"6041000","0","3290","7.5"
"6448000","0","3290","7.9"
"6714000","0","3289","8.3"
"6923000","0","3290","8.3"
"7133000","0","3290","8.6"
"7340000","0","3289","8.6"
"7752000","0","3289","9.4"
"8019000","0","3289","9.4"
"8228000","0","3290","9.8"
"8438000","0","3290","10.2"
"8646000","0","3289","10.2"
"9111000","0","3290","10.5"
"9321000","0","3289","10.9"
"9530000","0","3290","11.3"
"9738000","0","3290","11.3"
"9948000","0","3290","11.7"
"10354000","0","3290","12.1"
"10620000","0","3289","12.4"
"10829000","0","3290","12.4"
"11039000","0","3290","12.8"
"11247000","0","3289","12.8"
"11652000","0","3289","13.6"
"11919000","0","3289","13.6"
"12129000","0","3289","13.9"
"12336000","0","3289","14.3"
"12545000","0","3289","14.3"
"12952000","0","3289","14.7"
"13218000","0","3290","15.1"
"13428000","0","3289","15.5"
"13636000","0","3289","15.5"
"13845000","0","3290","15.8"
"14258000","0","3289","16.2"
"14525000","0","3290","16.6"
"14733000","0","3289","16.6"
"14943000","0","3290","17.0"
"15152000","0","3290","17.4"
"15559000","0","3290","17.7"
"15826000","0","3290","17.7"
"16034000","0","3289","18.1"
"16244000","0","3290","18.5"
"16452000","0","3290","18.5"
"16857000","0","3289","18.9"
"17124000","0","3290","19.2"
"17333000","0","3290","19.6"
"17542000","0","3289","19.6"
"17751000","0","3290","20.0"
"18216000","0","3289","20.4"
"18424000","0","3289","20.8"
"18632000","0","3289","20.8"
"18841000","0","3289","21.1"
"19049000","0","3288","21.1"
"19514000","0","3289","21.9"
"19724000","0","3289","21.9"
"19933000","0","3289","22.3"
"20143000","0","3289","22.3"
"20351000","0","3290","22.7"
"20758000","0","3289","23.0"
"21026000","0","3290","23.4"
"21236000","0","3289","23.4"
"21445000","0","3290","23.8"
"21654000","0","3290","23.8"
"22061000","0","3290","24.5"
"22327000","0","3289","24.5"
"22536000","0","3289","24.9"
"22745000","0","3289","24.9"
"22954000","0","3289","25.3"
"23361000","0","3289","25.7"
"23629000","0","3289","26.1"
"23837000","0","3289","26.4"
"24052000","0","3289","26.4"
"24260000","0","3289","26.8"
"24724000","0","3289","27.2"
"24933000","0","3289","27.6"
"25143000","0","3289","27.6"
"25352000","0","3290","28.0"
"25561000","0","3289","28.0"
"25969000","0","3290","28.7"
"26235000","0","3289","28.7"
"26444000","0","3290","29.1"
"26653000","0","3290","29.1"
"26862000","0","3290","29.5"
"27269000","0","3290","29.8"
"27537000","0","3290","30.2"
"27746000","0","3290","30.6"
"27955000","0","3289","30.6"
"28164000","0","3290","31.0"
"28629000","0","3290","31.4"
"28838000","0","3290","31.7"
"29048000","0","3290","31.7"
"29257000","0","3290","32.1"
"29467000","0","3290","32.1"
"29873000","0","3291","32.9"
"30139000","0","3290","32.9"
"30349000","0","3291","33.3"
"30559000","0","3291","33.6"
"30767000","0","3290","33.6"
"31233000","0","3291","34.0"
"31442000","0","3291","34.4"
"31651000","0","3291","34.8"
"31860000","0","3291","34.8"
"32070000","0","3291","35.1"
"32534000","0","3291","35.5"
"32742000","0","3291","35.9"
"32951000","0","3291","35.9"
"33161000","0","3291","36.3"
"33369000","0","3290","36.3"
"33833000","0","3291","37.0"
"34048000","0","3290","37.0"
"34258000","0","3291","37.4"
"34467000","0","3290","37.4"
"34676000","0","3290","37.8"
"35141000","0","3290","38.2"
"35350000","0","3291","38.6"
"35560000","0","3291","38.6"
"35768000","0","3291","38.9"
"35978000","0","3291","39.3"
"36442000","0","3291","39.7"
"36651000","0","3291","39.7"
